invoice_date,item_desc,service_added,job_type,liter_volume,material_cost,billed_amount,contractor_id
2024-10-02,Custom Mix (Blue),Color Matching,Industrial,3.3,103.43,126.71,PAINT-393
2024-10-03,Custom Mix (Blue),Color Matching,Residential,7.3,123.51,451.58,PAINT-559
2024-10-04,Matte White Base,Color Matching,Auto,21.7,54.89,668.71,PAINT-265
2024-10-05,Matte White Base,None,Industrial,19.1,88.48,380.93,PAINT-530
2024-10-06,Custom Mix (Blue),Color Matching,Industrial,1.6,158.21,717.59,PAINT-268
2024-10-07,Brushes Set,Delivery,Industrial,35.9,141.23,779.31,PAINT-184
2024-10-08,Custom Mix (Blue),None,Industrial,21.3,122.61,219.83,PAINT-750
2024-10-09,Glossy Enamel,None,Commercial,14.2,156.96,210.31,PAINT-952
2024-10-10,Brushes Set,Delivery,Auto,47.2,24.73,666.54,PAINT-827
2024-10-11,Primer 5L,Color Matching,Residential,49.0,100.21,452.61,PAINT-199
2024-10-12,Brushes Set,In-home Consult,Residential,3.3,164.05,679.55,PAINT-902
2024-10-13,Primer 5L,Delivery,Commercial,44.8,119.97,475.02,PAINT-511
2024-10-14,Brushes Set,Color Matching,Industrial,15.4,99.26,552.38,PAINT-300
2024-10-15,Brushes Set,In-home Consult,Auto,20.3,24.54,533.03,PAINT-496
2024-10-16,Primer 5L,None,Commercial,33.4,112.78,311.42,PAINT-368
2024-10-17,Primer 5L,Delivery,Industrial,44.9,133.94,316.16,PAINT-429
2024-10-18,Custom Mix (Blue),Delivery,Industrial,8.4,22.73,72.29,PAINT-848
2024-10-19,Matte White Base,In-home Consult,Auto,6.0,188.25,499.68,PAINT-502
2024-10-20,Primer 5L,None,Auto,23.5,81.68,245.04,PAINT-797
2024-10-21,Custom Mix (Blue),Color Matching,Auto,2.2,152.8,234.31,PAINT-891
2024-10-22,Matte White Base,In-home Consult,Commercial,12.9,103.66,495.19,PAINT-908
2024-10-23,Matte White Base,Delivery,Residential,13.0,191.04,589.15,PAINT-479
2024-10-24,Primer 5L,In-home Consult,Residential,26.9,81.77,224.71,PAINT-872
2024-10-25,Matte White Base,Delivery,Residential,38.0,100.7,62.5,PAINT-632
2024-10-26,Custom Mix (Blue),None,Auto,28.2,138.94,478.07,PAINT-231
2024-10-27,Custom Mix (Blue),Delivery,Commercial,9.7,157.82,463.16,PAINT-954
2024-10-28,Brushes Set,In-home Consult,Auto,23.7,55.54,466.28,PAINT-239
2024-10-29,Custom Mix (Blue),Color Matching,Residential,15.7,93.57,566.92,PAINT-154
2024-10-30,Primer 5L,Delivery,Commercial,36.3,169.48,543.16,PAINT-665
2024-10-31,Primer 5L,In-home Consult,Auto,35.0,87.46,726.12,PAINT-146
2024-11-01,Custom Mix (Blue),None,Auto,29.1,10.24,364.4,PAINT-955
2024-11-02,Brushes Set,Color Matching,Industrial,17.5,16.09,67.73,PAINT-880
2024-11-03,Glossy Enamel,In-home Consult,Auto,12.4,151.48,210.14,PAINT-929
2024-11-04,Brushes Set,Delivery,Industrial,9.0,165.36,266.53,PAINT-620
2024-11-05,Brushes Set,Color Matching,Commercial,37.2,115.0,688.01,PAINT-286
2024-11-06,Glossy Enamel,None,Commercial,41.0,111.4,356.59,PAINT-312
2024-11-07,Custom Mix (Blue),None,Auto,13.6,32.08,146.14,PAINT-745
2024-11-08,Matte White Base,Color Matching,Industrial,45.3,88.76,173.3,PAINT-729
2024-11-09,Brushes Set,In-home Consult,Auto,2.2,13.91,363.63,PAINT-447
2024-11-10,Custom Mix (Blue),Color Matching,Industrial,1.3,190.67,771.19,PAINT-526
2024-11-11,Matte White Base,None,Residential,6.0,13.99,397.87,PAINT-919
2024-11-12,Custom Mix (Blue),In-home Consult,Industrial,19.1,197.03,112.58,PAINT-889
2024-11-13,Matte White Base,In-home Consult,Commercial,11.7,157.75,456.18,PAINT-174
2024-11-14,Brushes Set,Delivery,Residential,20.2,114.93,96.08,PAINT-168
2024-11-15,Glossy Enamel,Color Matching,Residential,35.4,102.85,124.65,PAINT-536
2024-11-16,Primer 5L,In-home Consult,Commercial,16.5,197.97,720.03,PAINT-842
2024-11-17,Matte White Base,Color Matching,Auto,43.5,106.83,372.07,PAINT-674
2024-11-18,Brushes Set,Delivery,Commercial,1.1,113.11,520.79,PAINT-622
2024-11-19,Glossy Enamel,Color Matching,Auto,20.2,159.22,401.05,PAINT-210
2024-11-20,Custom Mix (Blue),Color Matching,Commercial,1.1,115.55,768.77,PAINT-645
2024-11-21,Glossy Enamel,Delivery,Commercial,42.1,37.21,560.72,PAINT-707
2024-11-22,Glossy Enamel,Color Matching,Auto,38.9,136.9,622.23,PAINT-125
2024-11-23,Matte White Base,In-home Consult,Industrial,41.8,27.83,673.06,PAINT-685
2024-11-24,Glossy Enamel,None,Commercial,48.8,81.04,347.44,PAINT-393
2024-11-25,Primer 5L,Color Matching,Commercial,23.5,199.02,655.48,PAINT-264
2024-11-26,Custom Mix (Blue),Color Matching,Residential,23.8,143.08,395.05,PAINT-285
2024-11-27,Matte White Base,In-home Consult,Residential,45.7,77.16,325.53,PAINT-102
2024-11-28,Glossy Enamel,In-home Consult,Residential,4.7,190.51,491.71,PAINT-779
2024-11-29,Glossy Enamel,None,Commercial,8.7,67.4,245.01,PAINT-859
2024-11-30,Custom Mix (Blue),Color Matching,Commercial,8.6,95.3,568.26,PAINT-309
2024-12-01,Custom Mix (Blue),In-home Consult,Residential,48.1,154.56,298.44,PAINT-220
2024-12-02,Brushes Set,In-home Consult,Auto,8.5,76.15,534.26,PAINT-151
2024-12-03,Matte White Base,None,Residential,22.5,96.61,676.63,PAINT-233
2024-12-04,Custom Mix (Blue),Color Matching,Commercial,13.2,159.31,575.16,PAINT-161
2024-12-05,Custom Mix (Blue),Delivery,Commercial,12.2,27.73,752.94,PAINT-595
2024-12-06,Brushes Set,Delivery,Residential,24.0,38.55,284.48,PAINT-968
2024-12-07,Matte White Base,Delivery,Commercial,48.5,135.39,630.26,PAINT-518
2024-12-08,Primer 5L,Color Matching,Commercial,6.6,63.73,78.21,PAINT-708
2024-12-09,Custom Mix (Blue),In-home Consult,Residential,33.3,106.75,546.78,PAINT-269
2024-12-10,Matte White Base,Color Matching,Residential,26.2,76.64,313.16,PAINT-749
2024-12-11,Brushes Set,Delivery,Residential,46.6,55.06,594.19,PAINT-903
2024-12-12,Primer 5L,None,Residential,1.2,30.1,389.39,PAINT-211
2024-12-13,Brushes Set,Color Matching,Auto,36.6,69.23,716.81,PAINT-475
2024-12-14,Custom Mix (Blue),None,Auto,28.0,16.67,600.41,PAINT-697
2024-12-15,Matte White Base,In-home Consult,Auto,40.0,172.84,241.41,PAINT-668
2024-12-16,Custom Mix (Blue),Color Matching,Industrial,49.0,135.67,236.06,PAINT-890
2024-12-17,Custom Mix (Blue),Delivery,Commercial,29.6,88.51,589.13,PAINT-649
2024-12-18,Matte White Base,None,Industrial,34.5,45.91,181.15,PAINT-622
2024-12-19,Custom Mix (Blue),In-home Consult,Auto,1.7,88.51,364.22,PAINT-204
2024-12-20,Matte White Base,None,Auto,35.5,159.5,724.13,PAINT-788
2024-12-21,Matte White Base,Delivery,Auto,6.2,52.55,645.39,PAINT-278
2024-12-22,Glossy Enamel,None,Commercial,35.9,77.54,127.53,PAINT-749
2024-12-23,Brushes Set,Color Matching,Residential,32.1,187.03,504.16,PAINT-453
2024-12-24,Primer 5L,In-home Consult,Commercial,37.9,15.51,206.44,PAINT-680
2024-12-25,Matte White Base,None,Residential,42.9,74.88,480.88,PAINT-650
2024-12-26,Primer 5L,In-home Consult,Industrial,19.6,52.14,389.62,PAINT-513
2024-12-27,Glossy Enamel,Color Matching,Auto,29.6,73.75,530.1,PAINT-291
2024-12-28,Primer 5L,Delivery,Residential,34.3,168.39,425.7,PAINT-310
2024-12-29,Matte White Base,Delivery,Industrial,35.9,159.82,277.65,PAINT-246
2024-12-30,Brushes Set,Delivery,Auto,28.7,173.05,129.47,PAINT-967
2024-12-31,Matte White Base,Delivery,Industrial,13.1,110.23,431.81,PAINT-865
2025-01-01,Brushes Set,None,Auto,48.7,65.01,794.49,PAINT-185
2025-01-02,Glossy Enamel,In-home Consult,Commercial,34.6,121.9,338.91,PAINT-951
2025-01-03,Matte White Base,None,Industrial,26.1,51.1,488.41,PAINT-582
2025-01-04,Glossy Enamel,In-home Consult,Industrial,32.3,103.55,408.95,PAINT-469
2025-01-05,Primer 5L,Delivery,Commercial,28.4,13.0,551.02,PAINT-472
2025-01-06,Matte White Base,Color Matching,Industrial,24.2,167.5,119.35,PAINT-674
2025-01-07,Primer 5L,None,Residential,29.1,169.44,101.81,PAINT-760
2025-01-08,Glossy Enamel,Delivery,Industrial,33.5,198.49,233.69,PAINT-931
2025-01-09,Primer 5L,Delivery,Residential,18.8,64.95,438.52,PAINT-641
2025-01-10,Brushes Set,Delivery,Commercial,3.1,94.37,679.62,PAINT-193
2025-01-11,Primer 5L,In-home Consult,Residential,47.6,151.03,187.07,PAINT-127
2025-01-12,Matte White Base,None,Residential,48.7,150.69,106.93,PAINT-108
2025-01-13,Brushes Set,None,Industrial,28.3,78.66,590.27,PAINT-107
2025-01-14,Brushes Set,None,Residential,27.7,184.48,541.85,PAINT-603
2025-01-15,Matte White Base,None,Industrial,40.7,75.99,645.35,PAINT-914
2025-01-16,Primer 5L,None,Auto,13.5,117.69,122.51,PAINT-250
2025-01-17,Custom Mix (Blue),None,Auto,37.2,69.51,398.26,PAINT-582
2025-01-18,Matte White Base,In-home Consult,Industrial,30.4,120.59,67.08,PAINT-707
2025-01-19,Primer 5L,In-home Consult,Residential,48.1,182.06,617.42,PAINT-667
2025-01-20,Custom Mix (Blue),In-home Consult,Commercial,46.6,114.06,667.45,PAINT-204
2025-01-21,Custom Mix (Blue),Delivery,Residential,11.0,23.63,756.83,PAINT-659
2025-01-22,Brushes Set,Delivery,Industrial,19.4,198.91,451.41,PAINT-809
2025-01-23,Custom Mix (Blue),Color Matching,Residential,25.5,126.37,551.49,PAINT-800
2025-01-24,Primer 5L,Delivery,Auto,10.8,156.31,446.6,PAINT-632
2025-01-25,Primer 5L,Color Matching,Industrial,10.1,43.83,527.42,PAINT-162
2025-01-26,Brushes Set,None,Residential,40.8,162.48,294.39,PAINT-208
2025-01-27,Primer 5L,Delivery,Auto,3.0,155.3,221.65,PAINT-675
2025-01-28,Brushes Set,Color Matching,Auto,39.6,68.04,439.19,PAINT-720
2025-01-29,Custom Mix (Blue),In-home Consult,Industrial,8.2,167.54,755.72,PAINT-370
2025-01-30,Custom Mix (Blue),None,Commercial,36.0,83.04,689.87,PAINT-684
2025-01-31,Brushes Set,Color Matching,Industrial,5.7,58.2,99.02,PAINT-511
2025-02-01,Brushes Set,Color Matching,Commercial,20.1,176.76,722.25,PAINT-551
2025-02-02,Custom Mix (Blue),In-home Consult,Commercial,9.4,137.96,225.76,PAINT-722
2025-02-03,Glossy Enamel,None,Commercial,34.0,87.07,154.13,PAINT-205
2025-02-04,Primer 5L,Delivery,Auto,24.4,139.95,697.36,PAINT-605
2025-02-05,Custom Mix (Blue),In-home Consult,Industrial,17.4,17.9,756.51,PAINT-802
2025-02-06,Primer 5L,In-home Consult,Auto,18.6,53.31,101.68,PAINT-633
2025-02-07,Matte White Base,Color Matching,Auto,47.4,133.13,562.44,PAINT-541
2025-02-08,Matte White Base,None,Residential,6.4,197.96,261.54,PAINT-458
2025-02-09,Brushes Set,Color Matching,Residential,47.8,96.51,196.73,PAINT-908
2025-02-10,Brushes Set,Color Matching,Industrial,29.5,137.58,576.6,PAINT-304
2025-02-11,Custom Mix (Blue),None,Commercial,1.5,118.69,493.59,PAINT-365
2025-02-12,Brushes Set,None,Commercial,41.4,34.2,458.25,PAINT-733
2025-02-13,Primer 5L,In-home Consult,Commercial,22.4,29.86,71.66,PAINT-619
2025-02-14,Matte White Base,In-home Consult,Industrial,19.9,146.49,428.22,PAINT-243
2025-02-15,Matte White Base,In-home Consult,Residential,25.4,156.32,312.22,PAINT-614
2025-02-16,Glossy Enamel,Color Matching,Auto,22.8,95.99,50.6,PAINT-738
2025-02-17,Brushes Set,None,Residential,15.5,177.07,126.73,PAINT-411
2025-02-18,Brushes Set,In-home Consult,Industrial,36.0,28.17,115.16,PAINT-601
2025-02-19,Matte White Base,In-home Consult,Residential,21.4,25.75,274.44,PAINT-358
2025-02-20,Primer 5L,In-home Consult,Residential,48.7,37.89,718.24,PAINT-407
2025-02-21,Custom Mix (Blue),Delivery,Auto,18.8,95.42,441.44,PAINT-120
2025-02-22,Matte White Base,Color Matching,Residential,1.2,165.4,268.79,PAINT-389
2025-02-23,Brushes Set,None,Industrial,49.2,127.46,764.55,PAINT-324
2025-02-24,Custom Mix (Blue),Color Matching,Commercial,19.4,125.45,302.34,PAINT-822
2025-02-25,Matte White Base,Color Matching,Auto,35.5,32.05,212.59,PAINT-456
2025-02-26,Glossy Enamel,In-home Consult,Auto,31.0,187.55,320.3,PAINT-399
2025-02-27,Brushes Set,None,Residential,48.2,157.78,361.4,PAINT-524
2025-02-28,Matte White Base,Delivery,Commercial,41.5,131.74,480.03,PAINT-379
2025-03-01,Matte White Base,Color Matching,Industrial,8.5,172.9,75.22,PAINT-180
2025-03-02,Brushes Set,None,Commercial,31.1,19.75,271.6,PAINT-300
2025-03-03,Glossy Enamel,Delivery,Commercial,47.6,71.59,403.92,PAINT-834
2025-03-04,Glossy Enamel,Color Matching,Residential,10.6,19.45,408.01,PAINT-456
2025-03-05,Brushes Set,In-home Consult,Auto,19.8,167.3,99.06,PAINT-522
2025-03-06,Primer 5L,Color Matching,Residential,45.1,50.28,412.31,PAINT-903
2025-03-07,Primer 5L,Delivery,Industrial,22.6,31.1,310.55,PAINT-879
2025-03-08,Brushes Set,Color Matching,Residential,16.9,86.87,528.9,PAINT-425
2025-03-09,Custom Mix (Blue),In-home Consult,Commercial,39.8,32.03,585.1,PAINT-683
2025-03-10,Matte White Base,Delivery,Residential,34.9,45.51,546.2,PAINT-738
2025-03-11,Brushes Set,In-home Consult,Industrial,47.0,16.13,786.95,PAINT-420
2025-03-12,Primer 5L,None,Industrial,9.6,49.8,338.88,PAINT-378
2025-03-13,Glossy Enamel,None,Commercial,14.0,46.69,140.05,PAINT-542
2025-03-14,Custom Mix (Blue),None,Commercial,47.3,186.55,796.63,PAINT-762
2025-03-15,Primer 5L,Color Matching,Auto,11.8,40.2,173.07,PAINT-246
2025-03-16,Matte White Base,None,Auto,1.2,92.57,525.97,PAINT-693
2025-03-17,Custom Mix (Blue),Color Matching,Residential,20.9,84.5,667.37,PAINT-601
2025-03-18,Glossy Enamel,In-home Consult,Residential,23.2,68.76,380.69,PAINT-558
2025-03-19,Brushes Set,Color Matching,Commercial,49.0,174.35,106.59,PAINT-233
2025-03-20,Primer 5L,None,Auto,32.5,164.53,185.87,PAINT-305
2025-03-21,Glossy Enamel,None,Residential,2.2,108.71,682.65,PAINT-732
2025-03-22,Primer 5L,In-home Consult,Residential,32.9,191.61,757.11,PAINT-777
2025-03-23,Brushes Set,Delivery,Industrial,3.5,179.49,585.28,PAINT-507
2025-03-24,Primer 5L,Delivery,Industrial,21.7,80.44,658.98,PAINT-110
2025-03-25,Glossy Enamel,Color Matching,Residential,18.2,130.57,434.99,PAINT-315
2025-03-26,Glossy Enamel,Color Matching,Residential,3.3,124.13,696.5,PAINT-620
2025-03-27,Brushes Set,In-home Consult,Auto,30.0,87.48,685.67,PAINT-302
2025-03-28,Primer 5L,Delivery,Commercial,4.5,125.85,438.29,PAINT-627
2025-03-29,Primer 5L,None,Industrial,33.6,70.66,160.09,PAINT-554
2025-03-30,Matte White Base,Color Matching,Industrial,9.6,121.88,676.54,PAINT-720
2025-03-31,Brushes Set,Delivery,Auto,33.8,170.71,160.68,PAINT-748
2025-04-01,Matte White Base,Color Matching,Commercial,18.1,27.27,61.29,PAINT-454
2025-04-02,Glossy Enamel,In-home Consult,Residential,3.3,199.77,334.49,PAINT-516
2025-04-03,Glossy Enamel,Delivery,Commercial,38.3,91.84,597.21,PAINT-420
2025-04-04,Glossy Enamel,Color Matching,Commercial,26.1,100.25,398.99,PAINT-420
2025-04-05,Primer 5L,In-home Consult,Commercial,7.9,145.17,585.11,PAINT-369
2025-04-06,Glossy Enamel,Color Matching,Residential,20.3,17.84,488.85,PAINT-190
2025-04-07,Primer 5L,Delivery,Residential,46.7,174.36,204.12,PAINT-461
2025-04-08,Glossy Enamel,In-home Consult,Auto,48.3,174.79,643.25,PAINT-761
2025-04-09,Brushes Set,None,Commercial,20.0,88.53,678.66,PAINT-124
2025-04-10,Brushes Set,Color Matching,Industrial,22.9,152.6,533.58,PAINT-679
2025-04-11,Glossy Enamel,Delivery,Industrial,19.6,82.96,494.26,PAINT-224
2025-04-12,Glossy Enamel,Color Matching,Commercial,9.5,164.71,208.05,PAINT-622
2025-04-13,Matte White Base,None,Auto,46.4,116.63,257.04,PAINT-559
2025-04-14,Matte White Base,Delivery,Commercial,18.4,16.09,714.61,PAINT-168
2025-04-15,Primer 5L,Delivery,Commercial,45.7,86.74,110.65,PAINT-809
2025-04-16,Brushes Set,None,Industrial,10.4,154.47,521.53,PAINT-620
2025-04-17,Brushes Set,In-home Consult,Commercial,17.5,34.02,162.23,PAINT-625
2025-04-18,Glossy Enamel,In-home Consult,Commercial,3.2,139.85,398.68,PAINT-354
2025-04-19,Custom Mix (Blue),Delivery,Commercial,13.9,177.13,223.66,PAINT-609
2025-04-20,Glossy Enamel,Color Matching,Commercial,23.0,172.0,170.05,PAINT-402
2025-04-21,Primer 5L,Color Matching,Commercial,31.6,165.21,57.61,PAINT-616
2025-04-22,Glossy Enamel,None,Residential,38.9,150.18,776.54,PAINT-494
2025-04-23,Glossy Enamel,Color Matching,Residential,46.9,20.5,321.02,PAINT-859
2025-04-24,Primer 5L,In-home Consult,Industrial,13.7,80.93,743.94,PAINT-988
2025-04-25,Custom Mix (Blue),In-home Consult,Auto,37.2,50.61,154.49,PAINT-335
2025-04-26,Matte White Base,Delivery,Industrial,15.7,44.8,274.84,PAINT-891
2025-04-27,Glossy Enamel,None,Residential,12.7,193.05,195.46,PAINT-924
2025-04-28,Matte White Base,Color Matching,Residential,27.6,195.82,643.24,PAINT-186
2025-04-29,Custom Mix (Blue),None,Auto,22.6,29.5,263.53,PAINT-267
2025-04-30,Custom Mix (Blue),In-home Consult,Commercial,16.4,29.91,291.52,PAINT-945
2025-05-01,Primer 5L,Delivery,Residential,43.4,101.6,488.98,PAINT-309
2025-05-02,Custom Mix (Blue),Color Matching,Residential,40.5,160.77,798.61,PAINT-971
2025-05-03,Matte White Base,Color Matching,Industrial,18.7,194.36,168.19,PAINT-190
2025-05-04,Custom Mix (Blue),Delivery,Industrial,29.0,68.12,158.88,PAINT-240
2025-05-05,Brushes Set,In-home Consult,Commercial,30.3,122.89,469.44,PAINT-341
2025-05-06,Matte White Base,Color Matching,Industrial,14.0,108.79,747.42,PAINT-791
2025-05-07,Custom Mix (Blue),Delivery,Commercial,46.2,99.57,788.1,PAINT-370
2025-05-08,Matte White Base,None,Industrial,49.9,25.73,58.51,PAINT-691
2025-05-09,Custom Mix (Blue),Color Matching,Commercial,49.5,137.51,450.17,PAINT-851
2025-05-10,Primer 5L,Delivery,Auto,19.5,166.67,596.69,PAINT-586
2025-05-11,Custom Mix (Blue),Delivery,Commercial,18.1,21.51,296.29,PAINT-782
2025-05-12,Brushes Set,None,Residential,6.3,10.02,271.32,PAINT-206
2025-05-13,Custom Mix (Blue),None,Auto,8.7,84.2,233.35,PAINT-798
2025-05-14,Brushes Set,In-home Consult,Residential,21.2,140.73,315.56,PAINT-565
2025-05-15,Primer 5L,None,Residential,21.0,94.58,204.26,PAINT-654
2025-05-16,Custom Mix (Blue),Color Matching,Commercial,36.9,109.37,755.05,PAINT-252
2025-05-17,Glossy Enamel,Color Matching,Commercial,40.2,120.09,563.42,PAINT-244
2025-05-18,Matte White Base,In-home Consult,Auto,27.7,89.62,259.01,PAINT-326
2025-05-19,Primer 5L,In-home Consult,Residential,44.3,113.27,415.31,PAINT-232
2025-05-20,Matte White Base,None,Auto,35.0,190.39,569.05,PAINT-375
2025-05-21,Matte White Base,None,Commercial,3.0,130.27,704.35,PAINT-944
2025-05-22,Custom Mix (Blue),In-home Consult,Industrial,43.4,119.09,207.56,PAINT-588
2025-05-23,Primer 5L,In-home Consult,Auto,39.3,90.21,391.51,PAINT-893
2025-05-24,Primer 5L,Color Matching,Industrial,21.7,152.64,481.01,PAINT-152
2025-05-25,Primer 5L,Color Matching,Auto,18.1,93.48,227.86,PAINT-203
2025-05-26,Primer 5L,Color Matching,Industrial,18.8,15.01,553.75,PAINT-343
2025-05-27,Brushes Set,Color Matching,Commercial,30.9,28.51,678.77,PAINT-667
2025-05-28,Matte White Base,None,Commercial,13.3,199.04,462.93,PAINT-349
2025-05-29,Brushes Set,None,Industrial,44.5,106.61,406.64,PAINT-977
2025-05-30,Brushes Set,Delivery,Industrial,36.4,150.08,389.11,PAINT-364
2025-05-31,Brushes Set,None,Industrial,31.3,175.19,689.54,PAINT-206
2025-06-01,Glossy Enamel,In-home Consult,Industrial,44.5,100.55,165.9,PAINT-662
2025-06-02,Glossy Enamel,None,Auto,48.8,70.62,359.77,PAINT-623
2025-06-03,Primer 5L,In-home Consult,Auto,23.2,165.05,336.76,PAINT-727
2025-06-04,Matte White Base,Delivery,Industrial,33.3,67.49,529.1,PAINT-103
2025-06-05,Brushes Set,In-home Consult,Industrial,44.1,21.82,773.54,PAINT-360
2025-06-06,Custom Mix (Blue),Delivery,Industrial,6.2,186.41,525.4,PAINT-511
2025-06-07,Brushes Set,In-home Consult,Residential,6.8,192.43,576.04,PAINT-505
2025-06-08,Matte White Base,None,Auto,17.0,152.19,69.01,PAINT-609
2025-06-09,Glossy Enamel,In-home Consult,Residential,19.2,173.89,718.45,PAINT-359
2025-06-10,Matte White Base,Delivery,Industrial,43.9,67.35,89.66,PAINT-926
2025-06-11,Glossy Enamel,None,Auto,7.5,16.41,540.88,PAINT-284
2025-06-12,Glossy Enamel,In-home Consult,Residential,11.6,161.8,709.05,PAINT-805
2025-06-13,Glossy Enamel,Delivery,Auto,3.1,36.96,523.48,PAINT-979
2025-06-14,Custom Mix (Blue),In-home Consult,Commercial,16.5,83.72,450.74,PAINT-723
2025-06-15,Brushes Set,Color Matching,Commercial,2.2,111.53,111.79,PAINT-392
2025-06-16,Primer 5L,None,Auto,27.0,157.79,732.91,PAINT-146
2025-06-17,Primer 5L,In-home Consult,Industrial,37.4,16.53,592.25,PAINT-863
2025-06-18,Brushes Set,Color Matching,Industrial,14.5,87.18,787.28,PAINT-167
2025-06-19,Primer 5L,Color Matching,Auto,26.5,143.57,525.47,PAINT-624
2025-06-20,Custom Mix (Blue),Delivery,Industrial,47.0,179.53,505.47,PAINT-259
2025-06-21,Brushes Set,Color Matching,Commercial,34.8,184.14,798.49,PAINT-110
2025-06-22,Matte White Base,In-home Consult,Residential,41.9,77.09,366.3,PAINT-457
2025-06-23,Primer 5L,Color Matching,Residential,23.9,28.06,93.17,PAINT-340
2025-06-24,Glossy Enamel,None,Auto,7.4,75.02,316.19,PAINT-193
2025-06-25,Matte White Base,None,Residential,40.2,159.95,276.31,PAINT-223
2025-06-26,Brushes Set,In-home Consult,Auto,43.1,157.77,758.59,PAINT-828
2025-06-27,Primer 5L,None,Residential,40.3,193.94,335.49,PAINT-383
2025-06-28,Glossy Enamel,Color Matching,Auto,24.3,28.91,143.92,PAINT-236
2025-06-29,Custom Mix (Blue),In-home Consult,Commercial,38.7,109.84,445.4,PAINT-329
2025-06-30,Brushes Set,Color Matching,Residential,5.6,39.95,361.63,PAINT-474
2025-07-01,Matte White Base,Color Matching,Residential,38.9,41.59,295.81,PAINT-566
2025-07-02,Brushes Set,Color Matching,Industrial,45.7,76.6,640.96,PAINT-130
2025-07-03,Glossy Enamel,Delivery,Industrial,1.2,125.09,377.43,PAINT-710
2025-07-04,Custom Mix (Blue),In-home Consult,Industrial,4.9,153.88,145.74,PAINT-124
2025-07-05,Glossy Enamel,Color Matching,Auto,40.1,127.73,791.91,PAINT-847
2025-07-06,Brushes Set,Color Matching,Residential,21.2,196.97,680.37,PAINT-393
2025-07-07,Custom Mix (Blue),Delivery,Residential,48.7,136.93,567.77,PAINT-810
2025-07-08,Primer 5L,In-home Consult,Commercial,40.2,44.44,768.8,PAINT-604
2025-07-09,Custom Mix (Blue),Color Matching,Commercial,29.7,166.81,210.72,PAINT-648
2025-07-10,Primer 5L,None,Commercial,46.9,144.71,439.31,PAINT-555
2025-07-11,Brushes Set,None,Commercial,40.5,58.79,75.14,PAINT-253
2025-07-12,Primer 5L,In-home Consult,Auto,14.5,100.5,170.88,PAINT-464
2025-07-13,Brushes Set,In-home Consult,Residential,21.8,99.06,726.11,PAINT-616
2025-07-14,Custom Mix (Blue),In-home Consult,Auto,28.5,175.66,223.85,PAINT-430
2025-07-15,Glossy Enamel,Delivery,Residential,14.9,162.21,730.99,PAINT-848
2025-07-16,Primer 5L,Delivery,Industrial,45.4,21.25,391.15,PAINT-314
2025-07-17,Custom Mix (Blue),In-home Consult,Residential,42.7,74.3,261.31,PAINT-872
2025-07-18,Custom Mix (Blue),In-home Consult,Commercial,8.2,92.6,701.04,PAINT-540
2025-07-19,Glossy Enamel,In-home Consult,Commercial,11.7,157.35,436.39,PAINT-655
2025-07-20,Brushes Set,Delivery,Auto,27.2,45.49,441.08,PAINT-246
2025-07-21,Matte White Base,None,Industrial,28.9,81.55,598.72,PAINT-865
2025-07-22,Glossy Enamel,In-home Consult,Industrial,6.9,186.81,255.85,PAINT-303
2025-07-23,Brushes Set,Delivery,Auto,30.9,54.2,243.48,PAINT-976
2025-07-24,Brushes Set,Color Matching,Auto,34.5,22.71,740.84,PAINT-128
2025-07-25,Glossy Enamel,None,Auto,32.1,19.06,778.08,PAINT-983
2025-07-26,Custom Mix (Blue),Color Matching,Industrial,4.2,168.62,397.58,PAINT-513
2025-07-27,Primer 5L,In-home Consult,Commercial,49.2,50.05,503.59,PAINT-187
2025-07-28,Glossy Enamel,Color Matching,Industrial,24.8,68.58,746.6,PAINT-253
2025-07-29,Custom Mix (Blue),None,Residential,1.5,19.82,416.09,PAINT-234
2025-07-30,Custom Mix (Blue),None,Residential,33.5,142.81,107.01,PAINT-501
2025-07-31,Custom Mix (Blue),Delivery,Industrial,14.6,158.98,407.29,PAINT-773
2025-08-01,Primer 5L,Color Matching,Commercial,24.0,40.93,706.46,PAINT-701
2025-08-02,Primer 5L,None,Commercial,26.4,167.84,506.46,PAINT-978
2025-08-03,Matte White Base,Delivery,Industrial,3.9,19.92,508.51,PAINT-458
2025-08-04,Matte White Base,Delivery,Industrial,18.5,30.47,773.91,PAINT-574
2025-08-05,Brushes Set,Color Matching,Industrial,19.3,108.62,227.11,PAINT-416
2025-08-06,Brushes Set,In-home Consult,Auto,7.0,120.82,123.44,PAINT-725
2025-08-07,Brushes Set,None,Industrial,10.2,124.95,235.76,PAINT-536
2025-08-08,Primer 5L,None,Residential,31.8,193.35,358.12,PAINT-313
2025-08-09,Matte White Base,Delivery,Industrial,20.2,46.86,777.51,PAINT-223
2025-08-10,Brushes Set,Delivery,Industrial,34.2,33.8,707.14,PAINT-764
2025-08-11,Brushes Set,Delivery,Residential,23.5,138.53,169.82,PAINT-907
2025-08-12,Brushes Set,Delivery,Industrial,10.5,10.37,290.28,PAINT-395
2025-08-13,Primer 5L,Delivery,Commercial,27.5,159.97,641.5,PAINT-237
2025-08-14,Custom Mix (Blue),Delivery,Industrial,13.1,122.86,632.22,PAINT-833
2025-08-15,Matte White Base,None,Industrial,9.5,130.66,759.68,PAINT-366
2025-08-16,Glossy Enamel,In-home Consult,Industrial,5.6,93.07,631.53,PAINT-557
